model,track_id,stem_id,mldr_lr,mss_lr,mldr_ms,mss_ms,param_mse
nn_param,AvaLuna_Waterduct_RAW,AvaLuna_Waterduct_RAW_08_01,1.120614529,1.013995051,1.651003957,3.036499262,15.20889378
nn_mir,DreamersOfTheGhetto_HeavyLove_RAW,DreamersOfTheGhetto_HeavyLove_RAW_08_01,0.8267127275,2.460537434,0.8421154022,3.041491508,13.27830219
mir_01,HopAlong_SisterCities_RAW,HopAlong_SisterCities_RAW_07_01,0.3616710305,0.8265494108,0.8840061426,3.109673738,5.686779976
mir_01,MusicDelta_Britpop_RAW,MusicDelta_Britpop_RAW_07_01,1.916143775,2.444017649,1.522027254,3.114346504,2.848036766
mir,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_06_01,0.9503661394,1.543647528,0.8242814541,3.11962676,7.896689892
mir,MusicDelta_Country1_RAW,MusicDelta_Country1_RAW_05_01,1.185963511,1.160342216,1.523967147,3.121248722,2.902498722
mir_01,MusicDelta_Gospel_RAW,MusicDelta_Gospel_RAW_06_01,1.432931781,1.506440878,1.362641811,3.130293369,2.738552332
mir,DreamersOfTheGhetto_HeavyLove_RAW,DreamersOfTheGhetto_HeavyLove_RAW_08_01,0.3581391573,2.865193129,0.3815140128,3.135344028,8.858944893
mir_001,MusicDelta_Disco_RAW,MusicDelta_Disco_RAW_04_01,1.685127974,1.000440836,1.088682771,3.238134861,3.238703966
mfcc,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_08_01,0.8119074106,0.9935925007,0.4535397291,3.240666389,8.370806694
mfcc_001,Mozart_BesterJungling_RAW,Mozart_BesterJungling_RAW_01_01,1.565428138,1.041030765,0.7854264379,3.287990808,3.635173321
mfcc,BrandonWebster_YesSirICanFly_RAW,BrandonWebster_YesSirICanFly_RAW_02_01,0.8948373199,2.450166941,1.028364778,3.289108753,6.250134468
nn_afx,Snowmine_Curfews_RAW,Snowmine_Curfews_RAW_03_01,0.27070117,0.8247537613,0.4097356498,3.305034399,36.72984695
mir_01,MusicDelta_Punk_RAW,MusicDelta_Punk_RAW_04_01,1.179784775,0.7949568629,1.131475687,3.305770874,2.792247772
mir_01,BrandonWebster_DontHearAThing_RAW,BrandonWebster_DontHearAThing_RAW_02_01,1.082589269,0.7625920177,0.8613306284,3.313053131,5.359366894
mir_01,AvaLuna_Waterduct_RAW,AvaLuna_Waterduct_RAW_08_01,1.451980591,1.085847378,1.841637969,3.376781464,22.75691414
mir,MusicDelta_Britpop_RAW,MusicDelta_Britpop_RAW_07_01,0.9172144532,1.750561595,1.103789806,3.463647127,3.849760532
mir_001,MusicDelta_Britpop_RAW,MusicDelta_Britpop_RAW_07_01,1.629333496,1.700682402,1.42048502,3.483615398,2.466789484
mir_001,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_03_01,1.665904045,1.248521566,1.621702909,3.500943899,14.45035458
afx,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_01_01,1.250197172,1.517854929,0.8607599735,3.566650629,11.11908436
mir_001,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_08_01,1.155856371,1.218703151,1.479475498,3.567474842,4.823254108
mfcc,DreamersOfTheGhetto_HeavyLove_RAW,DreamersOfTheGhetto_HeavyLove_RAW_08_01,0.7176843286,3.304617405,0.6762479544,3.588860035,11.02886486
mir_001,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_01_01,1.543317556,2.065137625,1.477304697,3.632716656,3.230097294
afx,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_07_01,1.347344756,3.709256887,1.309686184,3.701411963,8.335622787
mfcc_001,Handel_TornamiAVagheggiar_RAW,Handel_TornamiAVagheggiar_RAW_01_01,1.320184708,1.012987971,0.662083447,3.724097252,3.172706842
mir_001,MusicDelta_Punk_RAW,MusicDelta_Punk_RAW_04_01,1.821427822,1.149029016,1.559891582,3.740379333,2.839195013
mir,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_07_01,1.367844582,3.767688274,1.471996069,3.763920307,8.19992733
nn_param,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_03_01,1.604290485,1.422435641,1.632427931,3.77549243,9.887464523
nn_mir,BrandonWebster_DontHearAThing_RAW,BrandonWebster_DontHearAThing_RAW_02_01,0.5710876584,1.030469537,1.239445329,3.802636623,14.32746315
mir_01,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_02_01,0.5940723419,1.586312532,0.6633958817,3.866502762,5.812159061
nn_afx,PortStWillow_StayEven_RAW,PortStWillow_StayEven_RAW_08_01,0.7958852053,1.131452441,0.9280409217,3.925885677,13.68880367
mir_001,BrandonWebster_DontHearAThing_RAW,BrandonWebster_DontHearAThing_RAW_02_01,1.407737017,1.036484003,0.9455933571,3.958153963,4.988330841
mir_001,Torres_NewSkin_RAW,Torres_NewSkin_RAW_02_01,1.283325553,1.709075928,1.500448942,4.064186573,5.440890312
mfcc,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_05_01,2.570759773,3.618920088,2.690015793,4.084244728,6.656964779
nn_param,Snowmine_Curfews_RAW,Snowmine_Curfews_RAW_03_01,0.353092581,0.7226711512,0.4515351653,4.167243004,17.02009583
mfcc_01,DeadMilkmen_PrisonersCinema_RAW,DeadMilkmen_PrisonersCinema_RAW_12_01,0.528619945,1.202913284,0.2983841598,4.192346573,4.154546738
nn_mir,PortStWillow_StayEven_RAW,PortStWillow_StayEven_RAW_08_01,0.8736159801,1.434954166,0.9376984835,4.269881725,15.48692894
mir,MusicDelta_Punk_RAW,MusicDelta_Punk_RAW_04_01,1.810077906,1.27536726,1.684466481,4.472263336,3.262729168
mir,MusicDelta_Rockabilly_RAW,MusicDelta_Rockabilly_RAW_05_01,1.889016151,4.617298126,1.578130722,4.530403614,3.536938906
mir_001,BrandonWebster_YesSirICanFly_RAW,BrandonWebster_YesSirICanFly_RAW_02_01,1.049676299,1.472035885,0.9652050734,4.62998867,3.595796108
mir_01,Snowmine_Curfews_RAW,Snowmine_Curfews_RAW_03_01,0.4294008017,0.8060950041,0.4935910106,4.695303917,22.74667931
mir_001,MusicDelta_Grunge_RAW,MusicDelta_Grunge_RAW_05_01,1.4718256,1.139516354,1.236577272,4.819246292,2.595376968
mfcc_1,DeadMilkmen_PrisonersCinema_RAW,DeadMilkmen_PrisonersCinema_RAW_12_01,0.506541729,1.22893703,0.3181293607,4.841691971,3.825380802
mir_001,Torres_NewSkin_RAW,Torres_NewSkin_RAW_10_01,1.09443152,2.864458084,1.223320723,4.930970669,20.45533371
mir_001,Snowmine_Curfews_RAW,Snowmine_Curfews_RAW_03_01,0.4548807144,0.8860782385,0.4665386379,4.960068226,24.25597191
mir,HopAlong_SisterCities_RAW,HopAlong_SisterCities_RAW_07_01,0.9523511529,1.467259765,1.157977104,5.079569817,7.478012562
mfcc_01,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_08_01,0.4442611337,1.108640909,0.2613856196,5.233423233,5.554659367
mir_001,MusicDelta_80sRock_RAW,MusicDelta_80sRock_RAW_04_01,1.633738518,1.40120554,1.356701732,5.60940218,2.710937977
mir_001,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_02_01,0.7283699512,1.990570784,0.7562295794,5.668594837,6.405779362
mir_001,MusicDelta_Gospel_RAW,MusicDelta_Gospel_RAW_06_01,1.734215021,2.691822052,1.53792119,5.899214268,2.939646959
mfcc_01,Torres_NewSkin_RAW,Torres_NewSkin_RAW_03_01,1.931146622,1.432003975,1.181577444,6.03374052,4.371834278
mir_001,AvaLuna_Waterduct_RAW,AvaLuna_Waterduct_RAW_08_01,1.510091305,1.243436694,1.82024622,6.187151909,22.6107254
mfcc_01,Mozart_BesterJungling_RAW,Mozart_BesterJungling_RAW_01_01,1.180301428,0.7968796492,0.6328750849,6.505933285,2.946484327
mfcc_1,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_08_01,0.4370055199,0.9255708456,0.3216165304,7.363242626,5.282402039
mfcc_1,Torres_NewSkin_RAW,Torres_NewSkin_RAW_03_01,1.979206204,1.461966276,1.222721934,7.513628006,4.563334942
mfcc_001,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_08_01,0.5802320242,1.325428605,0.3056737185,7.599694252,5.791039944
mfcc_1,Wolf_DieBekherte_RAW,Wolf_DieBekherte_RAW_01_01,0.5892658234,0.9560325146,0.3691048324,7.777946472,2.623834133
mfcc_01,Handel_TornamiAVagheggiar_RAW,Handel_TornamiAVagheggiar_RAW_01_01,0.7458181381,0.6933754683,0.4580420256,8.130800247,2.42282629
mir,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_02_01,0.6457798481,3.33554554,0.7114756107,9.203278542,7.117012501
nn_mir,MusicDelta_Beatles_RAW,MusicDelta_Beatles_RAW_07_01,0.9575728178,0.6268875003,1.205129623,9.255460739,11.40756035
mfcc,DeadMilkmen_PrisonersCinema_RAW,DeadMilkmen_PrisonersCinema_RAW_12_01,1.726123333,1.642651916,1.465779066,9.680232048,7.317154408
mfcc_1,Handel_TornamiAVagheggiar_RAW,Handel_TornamiAVagheggiar_RAW_01_01,0.867995739,0.8837326765,0.5315130949,9.795648575,2.792865992
nn_param,MusicDelta_Beatles_RAW,MusicDelta_Beatles_RAW_07_01,0.4995110333,0.5080610514,1.58979857,9.864295006,3.157661438
mfcc,MatthewEntwistle_DontYouEver_RAW,MatthewEntwistle_DontYouEver_RAW_07_01,1.287348509,1.003854036,1.252276421,9.975381851,14.4839592
mir_001,HopAlong_SisterCities_RAW,HopAlong_SisterCities_RAW_07_01,0.6370060444,1.025410175,1.134453058,10.88100338,5.941656113
mfcc_1,Mozart_BesterJungling_RAW,Mozart_BesterJungling_RAW_01_01,1.067905426,0.7852590084,0.6808094978,11.20151901,2.690443516
mir_01,MusicDelta_Beatles_RAW,MusicDelta_Beatles_RAW_07_01,1.475926876,1.255772829,1.831350327,11.30564308,5.557404041
regression,MatthewEntwistle_DontYouEver_RAW,MatthewEntwistle_DontYouEver_RAW_07_01,0.8212908506,0.757788837,1.160249233,11.43943787,15.98032379
nn_afx,HopAlong_SisterCities_RAW,HopAlong_SisterCities_RAW_07_01,0.3767844439,0.8436173201,1.056416512,12.35474205,8.812321663
mfcc_01,Wolf_DieBekherte_RAW,Wolf_DieBekherte_RAW_01_01,0.3425853848,0.5535585284,0.3808092475,13.64481544,2.513267756
afx_1,MatthewEntwistle_DontYouEver_RAW,MatthewEntwistle_DontYouEver_RAW_07_01,0.9914585352,0.9412354827,1.037148833,14.53260803,13.0731535
mean,MatthewEntwistle_DontYouEver_RAW,MatthewEntwistle_DontYouEver_RAW_07_01,1.046407223,0.994509697,1.097329378,15.59353065,13.20951557
nn_param,HopAlong_SisterCities_RAW,HopAlong_SisterCities_RAW_07_01,0.6731961966,1.090928912,1.020079255,15.66507053,5.254666328
nn_mfcc,MatthewEntwistle_DontYouEver_RAW,MatthewEntwistle_DontYouEver_RAW_07_01,0.6990100145,0.7652668953,0.8941953778,16.32823181,17.40533066
afx_01,Torres_NewSkin_RAW,Torres_NewSkin_RAW_03_01,1.717216492,1.330847621,1.255029559,16.98248863,5.035796642
afx,Torres_NewSkin_RAW,Torres_NewSkin_RAW_03_01,1.41176033,1.26187396,0.9901826382,23.93886948,7.834095955
mir,MatthewEntwistle_DontYouEver_RAW,MatthewEntwistle_DontYouEver_RAW_07_01,1.641400337,1.611794233,1.424785972,26.60193253,15.36403179
afx_1,Torres_NewSkin_RAW,Torres_NewSkin_RAW_03_01,1.972099066,1.455069304,1.47644949,27.05393791,4.703888893
mfcc_001,DeadMilkmen_PrisonersCinema_RAW,DeadMilkmen_PrisonersCinema_RAW_12_01,0.6768506765,1.282608509,0.7675060034,27.72107697,4.57758522
regression,Torres_NewSkin_RAW,Torres_NewSkin_RAW_03_01,1.925434113,1.382491827,1.67999506,28.62607765,3.132740974
afx_01,MatthewEntwistle_DontYouEver_RAW,MatthewEntwistle_DontYouEver_RAW_07_01,0.5903384686,0.6058740616,0.9723883867,29.48198891,12.18731976
afx_01,DeadMilkmen_PrisonersCinema_RAW,DeadMilkmen_PrisonersCinema_RAW_12_01,0.5839266777,1.264209509,0.5833445191,31.23397446,4.575091839
afx,Wolf_DieBekherte_RAW,Wolf_DieBekherte_RAW_01_01,0.3114572167,0.7384073734,0.6374047399,36.20442963,5.648898602
mir_001,MusicDelta_Beatles_RAW,MusicDelta_Beatles_RAW_07_01,1.109249473,1.1646837,2.096683979,36.59529877,5.739761353
afx_001,Torres_NewSkin_RAW,Torres_NewSkin_RAW_03_01,1.436171055,1.279033899,1.166785479,38.99617004,7.10595274
afx_001,Wolf_DieBekherte_RAW,Wolf_DieBekherte_RAW_01_01,0.3011766672,0.403316021,0.6792052984,45.94330978,3.272917271
mean,Torres_NewSkin_RAW,Torres_NewSkin_RAW_03_01,1.987335205,1.469162345,1.620861053,47.63699341,4.620817661
afx,Mozart_BesterJungling_RAW,Mozart_BesterJungling_RAW_01_01,0.3324328065,0.5914378166,0.7357433438,47.66082001,6.482309341
afx_1,DeadMilkmen_PrisonersCinema_RAW,DeadMilkmen_PrisonersCinema_RAW_12_01,0.5013868213,1.208858728,0.5640380979,47.6831665,3.991887093
afx_01,Wolf_DieBekherte_RAW,Wolf_DieBekherte_RAW_01_01,0.42949,0.7399078608,0.7200835347,48.96997833,2.72611022
afx_1,Wolf_DieBekherte_RAW,Wolf_DieBekherte_RAW_01_01,0.5971168876,1.000595808,0.758635819,49.59616852,2.731067419
afx_1,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_08_01,0.4642344713,0.9419591427,0.5483567715,51.83892822,5.393098354
mean,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_08_01,0.4423393905,0.9062430263,0.5685310364,55.01482773,5.309644222
mfcc_001,Torres_NewSkin_RAW,Torres_NewSkin_RAW_03_01,1.580729008,1.227284193,1.710395098,55.96156693,3.596784592
nn_mfcc,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_08_01,0.3609808087,0.7179979086,0.5295239687,56.53868103,7.351249695
afx_001,MatthewEntwistle_DontYouEver_RAW,MatthewEntwistle_DontYouEver_RAW_07_01,0.2619903982,0.5763380527,1.028455496,62.50925446,12.10920429
afx_01,Mozart_BesterJungling_RAW,Mozart_BesterJungling_RAW_01_01,0.8418647051,0.6523012519,0.9409886599,62.5442009,2.893279552
mir_1,MatthewEntwistle_DontYouEver_RAW,MatthewEntwistle_DontYouEver_RAW_07_01,1.080194712,1.002315998,1.281074286,65.17710114,13.19728088
afx_001,Mozart_BesterJungling_RAW,Mozart_BesterJungling_RAW_01_01,0.5038563609,0.4229907393,0.8458848,67.68743134,3.404839516
mean,DeadMilkmen_PrisonersCinema_RAW,DeadMilkmen_PrisonersCinema_RAW_12_01,0.49993819,1.234762907,0.6437273026,69.21325684,3.866782665
afx_1,Handel_TornamiAVagheggiar_RAW,Handel_TornamiAVagheggiar_RAW_01_01,0.8693935871,0.9098976851,0.9045391083,77.10258484,2.776053905
afx_1,Mozart_BesterJungling_RAW,Mozart_BesterJungling_RAW_01_01,1.031186819,0.8034921885,1.035020232,78.23809814,2.797587156
afx_01,Handel_TornamiAVagheggiar_RAW,Handel_TornamiAVagheggiar_RAW_01_01,0.6593403816,0.6923834682,0.8503043652,89.85356903,2.554810047
afx,Handel_TornamiAVagheggiar_RAW,Handel_TornamiAVagheggiar_RAW_01_01,0.2807356119,0.7581717968,0.8069586754,94.00776672,6.051136494
afx_001,Handel_TornamiAVagheggiar_RAW,Handel_TornamiAVagheggiar_RAW_01_01,0.2987214625,0.3609272838,0.8194549084,105.3056412,2.986183405
mir,Torres_NewSkin_RAW,Torres_NewSkin_RAW_03_01,1.938160658,2.077402115,1.74213469,110.4233932,9.822335243
mean,Wolf_DieBekherte_RAW,Wolf_DieBekherte_RAW_01_01,0.626062274,1.066643238,0.9122555256,114.5079193,2.77287221
mean,Mozart_BesterJungling_RAW,Mozart_BesterJungling_RAW_01_01,1.064729452,0.8283659816,1.08685267,115.6074371,2.83790946
nn_param,MatthewEntwistle_DontYouEver_RAW,MatthewEntwistle_DontYouEver_RAW_07_01,0.8525345325,0.8311638236,1.138134241,118.6562271,10.42718792
mean,Handel_TornamiAVagheggiar_RAW,Handel_TornamiAVagheggiar_RAW_01_01,0.9108684659,0.9538305998,0.9443697929,119.6180649,2.945804834
nn_mfcc,Mozart_BesterJungling_RAW,Mozart_BesterJungling_RAW_01_01,0.7341173887,0.6542812586,0.9419726133,124.5319443,7.118569851
nn_mfcc,Handel_TornamiAVagheggiar_RAW,Handel_TornamiAVagheggiar_RAW_01_01,0.7152256966,0.6895891428,0.8454330564,126.6909714,7.337002754
afx_01,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_08_01,0.4060106277,0.816467762,0.706494391,127.5214081,4.709543228
afx,MatthewEntwistle_DontYouEver_RAW,MatthewEntwistle_DontYouEver_RAW_07_01,0.5527318716,1.209869504,0.9715875387,128.081665,16.41801262
mir,MusicDelta_Beatles_RAW,MusicDelta_Beatles_RAW_07_01,2.914911747,9.765501022,3.394500017,154.9197693,7.964603424
mir_01,MatthewEntwistle_DontYouEver_RAW,MatthewEntwistle_DontYouEver_RAW_07_01,1.343179941,1.132103682,1.423498631,159.8341675,13.35142136
regression,DeadMilkmen_PrisonersCinema_RAW,DeadMilkmen_PrisonersCinema_RAW_12_01,0.6151334047,1.298294783,1.006105304,174.9896393,2.071781397
mir_001,MatthewEntwistle_DontYouEver_RAW,MatthewEntwistle_DontYouEver_RAW_07_01,1.34670794,1.126790762,1.472071767,177.7763824,13.44864559
mir_1,Mozart_BesterJungling_RAW,Mozart_BesterJungling_RAW_01_01,1.020077944,0.8177474737,1.123731971,208.8621521,2.803460598
afx_001,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_08_01,0.3125915825,0.5987648368,0.8123172522,247.7519836,4.624318123
mir_1,Torres_NewSkin_RAW,Torres_NewSkin_RAW_03_01,1.99949801,1.509110212,1.834481955,256.298645,4.794273853
mir_01,Torres_NewSkin_RAW,Torres_NewSkin_RAW_03_01,1.995659828,1.506953597,1.727378011,281.9936829,4.767997265
mir_1,Wolf_DieBekherte_RAW,Wolf_DieBekherte_RAW_01_01,0.64963305,1.043756247,1.078442693,293.9621887,2.693185091
mir_1,DeadMilkmen_PrisonersCinema_RAW,DeadMilkmen_PrisonersCinema_RAW_12_01,0.5264493227,1.251063466,0.8022246361,305.5065002,3.737406969
nn_mir,Mozart_BesterJungling_RAW,Mozart_BesterJungling_RAW_01_01,0.5182108283,0.6006265879,0.7057558894,375.3116455,29.70051003
mir_01,Wolf_DieBekherte_RAW,Wolf_DieBekherte_RAW_01_01,0.5831376314,1.055974603,1.057405353,407.1758118,3.226660728
mir_1,Handel_TornamiAVagheggiar_RAW,Handel_TornamiAVagheggiar_RAW_01_01,0.9130987525,0.9490064383,0.9694455862,413.7578125,2.911196232
afx,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_08_01,0.6504925489,1.241150379,1.101100802,434.0260315,6.86303997
nn_afx,Torres_NewSkin_RAW,Torres_NewSkin_RAW_03_01,1.435944319,1.190977812,1.846557617,439.9321594,7.311233044
mir_1,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_08_01,0.7373026609,1.159972072,1.310688257,658.4680176,5.635032177
afx_001,DeadMilkmen_PrisonersCinema_RAW,DeadMilkmen_PrisonersCinema_RAW_12_01,0.6996290684,1.266039491,0.7853409648,661.2830811,7.87340641
nn_afx,Handel_TornamiAVagheggiar_RAW,Handel_TornamiAVagheggiar_RAW_01_01,0.1035945714,0.2441965938,0.8240860701,702.1530151,4.286781788
mir_01,DeadMilkmen_PrisonersCinema_RAW,DeadMilkmen_PrisonersCinema_RAW_12_01,0.6081132889,1.405676365,0.8769009709,728.7131348,4.008107662
nn_afx,DeadMilkmen_PrisonersCinema_RAW,DeadMilkmen_PrisonersCinema_RAW_12_01,0.698184967,1.43214643,0.9487774968,760.3283081,8.392879486
mir,DeadMilkmen_PrisonersCinema_RAW,DeadMilkmen_PrisonersCinema_RAW_12_01,0.9978199005,1.641941309,1.045125484,797.3731079,5.452228069
mir_01,Mozart_BesterJungling_RAW,Mozart_BesterJungling_RAW_01_01,1.119653702,0.914503932,1.161037683,798.022522,2.598556757
mir_001,Torres_NewSkin_RAW,Torres_NewSkin_RAW_03_01,1.981746912,1.632533073,1.961526632,915.911499,5.185318947
mir_01,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_08_01,0.648116827,1.017795086,1.382856488,922.0772095,5.296056271
mir_01,Handel_TornamiAVagheggiar_RAW,Handel_TornamiAVagheggiar_RAW_01_01,0.9229909182,0.9792503715,0.9783602357,936.8310547,3.312091589
regression,Handel_TornamiAVagheggiar_RAW,Handel_TornamiAVagheggiar_RAW_01_01,0.6311050653,0.8890594244,1.112727404,951.3283081,2.057561159
mir,Handel_TornamiAVagheggiar_RAW,Handel_TornamiAVagheggiar_RAW_01_01,0.7345688343,1.246162295,0.9169398546,1005.824402,10.74785614
regression,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_08_01,0.3946720362,1.911213398,1.525843501,1094.681152,4.347091198
regression,Mozart_BesterJungling_RAW,Mozart_BesterJungling_RAW_01_01,0.783321321,0.8688346744,1.337257385,1100.056396,2.129616737
mir,Mozart_BesterJungling_RAW,Mozart_BesterJungling_RAW_01_01,1.725562572,1.707583189,1.42988205,1148.660767,5.808094025
regression,Wolf_DieBekherte_RAW,Wolf_DieBekherte_RAW_01_01,0.5108479261,0.9541352987,1.30811131,1257.691528,2.174546957
nn_mir,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_08_01,1.120518088,1.454362273,1.733397484,1261.576416,9.177074432
mir_001,Mozart_BesterJungling_RAW,Mozart_BesterJungling_RAW_01_01,1.053840399,0.7876800299,1.096591473,1354.069824,2.712572336
mir_001,Wolf_DieBekherte_RAW,Wolf_DieBekherte_RAW_01_01,0.5628749728,1.160138488,1.282466173,1499.500732,4.371168137
mir,Wolf_DieBekherte_RAW,Wolf_DieBekherte_RAW_01_01,1.082318544,1.25591445,1.319333553,1527.225708,8.144523621
afx,DeadMilkmen_PrisonersCinema_RAW,DeadMilkmen_PrisonersCinema_RAW_12_01,0.9859759808,2.320670605,0.8255019188,1591.396729,8.230259895
mir_001,Handel_TornamiAVagheggiar_RAW,Handel_TornamiAVagheggiar_RAW_01_01,0.9553981423,1.24740243,1.011494756,1635.103638,5.079577446
mir_001,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_08_01,0.865757823,1.470014572,1.641212702,1846.491943,5.262820244
mir,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_08_01,1.035855174,1.219982028,1.849195004,1863.187378,6.390354633
mir_001,DeadMilkmen_PrisonersCinema_RAW,DeadMilkmen_PrisonersCinema_RAW_12_01,1.204877853,2.509072065,1.314324617,2648.662842,4.102659225
