model,track_id,stem_id,mldr_lr,mss_lr,mldr_ms,mss_ms,param_mse
afx_01,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_02_01,0.3683425188,1.169130564,0.5203471184,1.348669767,2.279526711
mean,MusicDelta_80sRock_RAW,MusicDelta_80sRock_RAW_04_01,0.7922139168,1.143803954,0.9495140314,1.3500036,2.616928816
mfcc,BrandonWebster_DontHearAThing_RAW,BrandonWebster_DontHearAThing_RAW_02_01,2.110044479,1.258703709,1.833593488,1.350491762,9.956269264
nn_afx,ClaraBerryAndWooldog_Boys_RAW,ClaraBerryAndWooldog_Boys_RAW_06_01,0.4963212907,0.6236185431,1.057142496,1.351446271,5.906230927
mfcc,MusicDelta_80sRock_RAW,MusicDelta_80sRock_RAW_04_01,1.455481291,1.348532915,1.481837988,1.354084492,3.173890114
afx,HopAlong_SisterCities_RAW,HopAlong_SisterCities_RAW_07_01,0.3696427047,0.8620800972,0.7305009961,1.355090141,8.593842506
gt,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_02_01,0.07888710499,0.9213930964,0.1055733263,1.355092287,0
gt,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_08_01,0.8875873685,1.082325459,0.8987152576,1.364572763,0
gt,StrandOfOaks_Spacestation_RAW,StrandOfOaks_Spacestation_RAW_04_01,0.578117609,1.168297768,0.656068027,1.365644574,0
mfcc,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_06_01,1.270968556,0.9726839066,1.616743803,1.366672039,9.744433403
nn_param,MutualBenefit_NotForNothing_RAW,MutualBenefit_NotForNothing_RAW_06_01,0.7175517082,1.003411174,1.055182338,1.367188811,4.818010807
regression,MutualBenefit_NotForNothing_RAW,MutualBenefit_NotForNothing_RAW_06_01,0.9715460539,1.018635273,1.116872787,1.370437026,5.002213001
afx_01,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_06_01,0.4392158389,0.9247708321,0.6156412363,1.374360085,8.427992821
afx_01,TheScarletBrand_LesFleursDuMal_RAW,TheScarletBrand_LesFleursDuMal_RAW_08_01,0.4212373197,0.9865114093,0.9049760103,1.374397993,2.938504934
afx,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_04_01,0.6949301958,1.309783816,0.7883027196,1.379087806,6.584116936
mfcc_1,MutualBenefit_NotForNothing_RAW,MutualBenefit_NotForNothing_RAW_06_01,1.131380558,1.113976479,1.25511384,1.379855394,5.168536663
mfcc_01,MatthewEntwistle_Lontano_RAW,MatthewEntwistle_Lontano_RAW_02_01,1.216988206,1.337882996,1.084396124,1.380099773,4.629621983
afx_01,TheKitchenettes_Alive_RAW,TheKitchenettes_Alive_RAW_01_01,0.5266706347,0.888846755,0.7179038525,1.381995559,7.420688152
gt,AClassicEducation_NightOwl_RAW,AClassicEducation_NightOwl_RAW_08_01,0.9358273149,1.111095667,0.9640331268,1.382205844,0
nn_afx,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_02_01,0.3280533552,1.144677401,0.5909379721,1.383187294,9.463434219
afx_1,Torres_NewSkin_RAW,Torres_NewSkin_RAW_02_01,0.794351697,0.8301682472,1.142774224,1.38365984,4.985742092
afx_1,SongYiJeon_TwoMoons_RAW,SongYiJeon_TwoMoons_RAW_01_01,0.5003163218,1.11566484,0.753682971,1.384953976,2.870441675
mir_1,MutualBenefit_NotForNothing_RAW,MutualBenefit_NotForNothing_RAW_06_01,1.09545207,1.111629963,1.183798075,1.387032032,5.05435133
mir,TheScarletBrand_LesFleursDuMal_RAW,TheScarletBrand_LesFleursDuMal_RAW_08_01,0.730235219,1.136176705,0.8052728176,1.388618708,4.714971066
afx_1,CatMartino_IPromise_RAW,CatMartino_IPromise_RAW_06_01,0.6837667227,0.8458937407,0.7203862667,1.392322183,1.666625738
gt,FacesOnFilm_WaitingForGa_RAW,FacesOnFilm_WaitingForGa_RAW_03_01,0.3021514714,0.8492186069,0.3832232654,1.393136978,0
mir_01,Torres_NewSkin_RAW,Torres_NewSkin_RAW_02_01,0.942506969,0.8881980777,1.119847298,1.396586657,5.31494379
mean,TheScarletBrand_LesFleursDuMal_RAW,TheScarletBrand_LesFleursDuMal_RAW_08_01,0.5881570578,1.005707741,0.9754397273,1.398069501,3.669135809
mfcc_001,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_05_01,0.7795101404,1.32746613,1.026587725,1.398144722,5.708269596
mfcc_01,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_04_01,0.7551926374,1.454429388,1.144551277,1.399849057,2.584576368
nn_param,MatthewEntwistle_Lontano_RAW,MatthewEntwistle_Lontano_RAW_02_01,1.16605258,1.176213026,1.011923194,1.400285721,4.043153286
afx,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_03_01,0.4639114738,0.8197479248,0.7957437038,1.403178334,12.63865471
mfcc_001,MusicDelta_Rockabilly_RAW,MusicDelta_Rockabilly_RAW_05_01,2.253925085,1.097621202,2.265547752,1.403534532,6.824414253
afx_001,MusicDelta_Britpop_RAW,MusicDelta_Britpop_RAW_07_01,0.5319085121,0.905113399,0.8030502796,1.404718399,1.745171428
mir_1,MusicDelta_Grunge_RAW,MusicDelta_Grunge_RAW_05_01,0.8823580146,0.6968829036,0.8482431173,1.406181931,3.033857107
afx_01,MusicDelta_80sRock_RAW,MusicDelta_80sRock_RAW_04_01,0.4996248484,1.080713749,0.7605476379,1.407446623,2.05388999
afx_01,MusicDelta_Britpop_RAW,MusicDelta_Britpop_RAW_07_01,0.535035789,0.9089195132,0.8212939501,1.408262134,1.974665761
mfcc,SongYiJeon_TwoMoons_RAW,SongYiJeon_TwoMoons_RAW_01_01,0.8821634054,1.299715638,1.030599117,1.408395052,7.737440109
mir_01,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_01_01,0.5114609003,1.042479634,0.5803858042,1.408555746,5.199622631
regression,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_02_01,0.6949367523,1.221054077,0.9551290274,1.408797741,2.642288446
nn_mfcc,MusicDelta_Beatles_RAW,MusicDelta_Beatles_RAW_07_01,0.9796082377,0.5250553489,0.8601719141,1.410459638,11.10527515
nn_mfcc,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_01_01,0.7394044995,1.418216467,0.8155860901,1.417566299,5.848603249
mfcc_001,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_04_01,0.8990004063,1.5104599,1.16002965,1.418242693,4.112777233
afx_01,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_03_01,0.7507302761,0.8940650821,1.032902479,1.425891757,13.20328999
mean,HopAlong_SisterCities_RAW,HopAlong_SisterCities_RAW_07_01,0.4022194147,0.8178553581,0.7441390753,1.427027702,5.854123592
nn_afx,ClaraBerryAndWooldog_Stella_RAW,ClaraBerryAndWooldog_Stella_RAW_07_01,1.285580754,1.497798681,1.376369596,1.432438612,6.050192833
nn_afx,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_02_01,0.5329799652,1.242907047,0.5065481067,1.433570743,11.82188511
nn_param,Torres_NewSkin_RAW,Torres_NewSkin_RAW_02_01,0.9120315909,1.065895319,1.063062906,1.438280821,3.989221096
afx_1,TheKitchenettes_Alive_RAW,TheKitchenettes_Alive_RAW_01_01,0.6295474768,0.9554746151,0.8611570597,1.439159751,7.107475758
mfcc_1,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_06_01,0.6002399921,1.087784648,0.7703683376,1.440340996,8.099621773
mfcc,MatthewEntwistle_Lontano_RAW,MatthewEntwistle_Lontano_RAW_02_01,1.359796047,1.459316492,1.253559232,1.440429449,10.83551788
regression,BrandonWebster_YesSirICanFly_RAW,BrandonWebster_YesSirICanFly_RAW_02_01,0.4658137262,1.314688444,0.6247931719,1.44084692,4.146858692
afx_1,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_01_01,0.9136164188,0.8754627109,1.241661072,1.441483617,3.039125681
afx_1,MusicDelta_Britpop_RAW,MusicDelta_Britpop_RAW_08_01,0.8400353193,0.7976753116,1.3123281,1.442991018,2.353059769
mfcc,TheScarletBrand_LesFleursDuMal_RAW,TheScarletBrand_LesFleursDuMal_RAW_08_01,1.568544626,1.382007957,1.458611488,1.445351839,9.283102036
nn_mfcc,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_06_01,0.8129678965,1.173884153,0.9956788421,1.445922852,12.58609486
nn_mfcc,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_05_01,0.712003231,1.262083411,1.061730623,1.446324587,8.311979294
mfcc_01,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_01_01,0.8507906199,1.407697439,1.177458048,1.446773767,2.667057991
mean,SongYiJeon_TwoMoons_RAW,SongYiJeon_TwoMoons_RAW_01_01,0.5436189175,1.208409071,0.8244781494,1.45026958,3.024566174
mir,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_03_01,1.209652305,1.518296599,1.057278752,1.451120138,9.780258179
mir,MusicDelta_Britpop_RAW,MusicDelta_Britpop_RAW_08_01,1.461569905,1.309893608,1.189807653,1.451619744,3.05741334
afx,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_02_01,0.3663647175,1.168304086,0.4443963766,1.451893568,9.524348259
mir,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_04_01,1.163204193,1.557634354,1.18898201,1.455362797,3.585968256
afx_1,MusicDelta_Britpop_RAW,MusicDelta_Britpop_RAW_07_01,0.6947668195,0.9552131891,0.9796749949,1.458647251,2.402654171
mfcc_001,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_01_01,0.8045879602,1.437820196,0.9686819315,1.460413218,3.32385397
afx_001,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_03_01,1.243752718,1.700460792,1.030458927,1.46248877,9.543083191
mfcc,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_04_01,0.9498636723,1.524886608,1.120731592,1.463799715,6.829237461
mfcc,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_02_01,0.5794197321,1.297624111,0.5612425208,1.464621782,8.165450096
afx,MusicDelta_80sRock_RAW,MusicDelta_80sRock_RAW_04_01,0.6558840275,1.428068638,0.8004817367,1.465087891,6.083702087
mfcc_01,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_07_01,0.5570282936,1.012707472,0.636477232,1.466573358,6.591949463
afx_1,MutualBenefit_NotForNothing_RAW,MutualBenefit_NotForNothing_RAW_06_01,1.09404707,1.092813015,1.265492558,1.469277263,5.17245245
gt,StevenClark_Bounty_RAW,StevenClark_Bounty_RAW_08_01,0.6899495125,1.255311847,0.7526872158,1.470225453,0
afx_001,PortStWillow_StayEven_RAW,PortStWillow_StayEven_RAW_08_01,0.7147479057,0.9771723747,0.6344591379,1.471022367,12.82022095
mean,Torres_NewSkin_RAW,Torres_NewSkin_RAW_02_01,0.8035057187,0.8523301482,1.215365648,1.471544623,4.970592499
mfcc_001,MusicDelta_Punk_RAW,MusicDelta_Punk_RAW_04_01,1.015967607,1.454708934,1.688838005,1.475245595,6.349805832
nn_mfcc,Torres_NewSkin_RAW,Torres_NewSkin_RAW_05_01,1.126774311,1.373241782,1.147898912,1.476023912,7.554424763
afx_1,TheScarletBrand_LesFleursDuMal_RAW,TheScarletBrand_LesFleursDuMal_RAW_08_01,0.5823956728,1.014569283,1.03603971,1.478415966,3.597908497
mir_01,MusicDelta_Rockabilly_RAW,MusicDelta_Rockabilly_RAW_05_01,1.298956156,1.097567916,1.283782244,1.478737354,3.362384796
mfcc_01,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_05_01,0.8375701308,1.242365837,1.337983727,1.48057282,7.615680218
afx_1,MusicDelta_80sRock_RAW,MusicDelta_80sRock_RAW_04_01,0.728823185,1.114753127,0.9549440145,1.481076121,2.434755325
afx_001,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_01_01,0.7730964422,1.518440485,0.9030691385,1.481258154,3.854869843
afx_1,AvaLuna_Waterduct_RAW,AvaLuna_Waterduct_RAW_08_01,1.47549963,1.014097571,1.075015306,1.48289597,22.67248726
mfcc_01,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_03_01,1.123800039,1.582952976,1.286152244,1.482971668,9.652270317
mir,LizNelson_Coldwar_RAW,LizNelson_Coldwar_RAW_02_01,1.206796646,1.418836355,0.9410170317,1.483320475,2.636033297
mfcc_001,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_03_01,1.251288533,1.602058649,1.197255135,1.483422995,8.985084534
mir_01,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_04_01,0.7031969428,1.518385649,1.107706547,1.484464645,2.715586424
mfcc_01,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_04_01,0.9711184502,1.292502284,1.280227423,1.486058831,9.21879673
regression,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_07_01,1.184575796,1.358291984,1.184764385,1.486188769,5.908123016
mean,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_08_01,1.12815094,0.891479671,1.134541631,1.48623538,4.863388062
afx,Torres_NewSkin_RAW,Torres_NewSkin_RAW_05_01,1.116032839,1.344129324,1.168963552,1.486424446,9.048174858
afx_01,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_07_01,0.4051117301,1.044956207,0.4583320618,1.486730456,5.969452381
mfcc_1,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_01_01,0.8603849411,1.432937145,1.197283387,1.486931086,2.573421478
gt,DeadMilkmen_PrisonersCinema_RAW,DeadMilkmen_PrisonersCinema_RAW_12_01,0.3623436689,1.140470743,0.1851766706,1.488653898,0
mfcc_01,Torres_NewSkin_RAW,Torres_NewSkin_RAW_05_01,1.271145225,1.313527465,1.396665812,1.489904165,6.105458736
mean,CatMartino_IPromise_RAW,CatMartino_IPromise_RAW_06_01,0.6950229406,0.8765836954,0.8070026636,1.490134478,1.736678839
regression,Torres_NewSkin_RAW,Torres_NewSkin_RAW_05_01,1.487979293,1.290268183,1.68343544,1.491284132,7.230006218
nn_mfcc,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_07_01,0.741892457,1.092603207,0.74312675,1.491879582,7.70675993
nn_afx,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_08_01,0.7806743979,0.6018544436,1.364453673,1.492063165,6.086248398
regression,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_06_01,0.6066328287,1.10871315,0.9851910472,1.492340446,4.244168282
afx_01,PortStWillow_StayEven_RAW,PortStWillow_StayEven_RAW_08_01,0.6988462806,1.011365414,0.6173329949,1.493934155,12.25917149
nn_afx,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_06_01,0.4311992526,1.009232402,0.5557749271,1.495640874,13.61013603
nn_mir,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_07_01,0.3013119698,1.123332858,0.3598066568,1.497246623,6.974934578
afx_01,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_08_01,0.9800826311,0.758675456,1.040215969,1.497563124,3.456125498
mir_1,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_06_01,0.649273634,1.140021086,0.738738358,1.499654531,8.061379433
mean,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_01_01,1.021402478,0.928812027,1.341583371,1.5010252,3.284156084
nn_param,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_02_01,0.2791568339,1.07731235,0.3119778037,1.502081156,4.619307995
nn_afx,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_03_01,1.225404143,1.916669846,1.118595481,1.502984643,12.21981907
nn_mfcc,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_03_01,1.225404143,1.916669846,1.118595481,1.502984643,12.21981907
afx_001,AvaLuna_Waterduct_RAW,AvaLuna_Waterduct_RAW_08_01,1.395595789,1.044466734,1.441074491,1.504227877,19.85716248
mir_01,MatthewEntwistle_Lontano_RAW,MatthewEntwistle_Lontano_RAW_02_01,1.289730072,1.457108378,1.136154175,1.504623175,4.949159145
mfcc_001,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_07_01,0.6288976669,1.075715184,0.6928746104,1.506037354,6.72098875
gt,Torres_NewSkin_RAW,Torres_NewSkin_RAW_10_01,0.40569067,1.334468722,0.548640132,1.510810018,0
mfcc,PortStWillow_StayEven_RAW,PortStWillow_StayEven_RAW_08_01,0.9186204672,1.273031473,0.7873781919,1.512567043,11.23260975
nn_param,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_04_01,0.7548346519,1.221725821,1.028207302,1.513110518,7.244949818
nn_mfcc,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_04_01,0.7548346519,1.221725821,1.028207302,1.513110518,7.244949818
nn_mir,MusicDelta_Britpop_RAW,MusicDelta_Britpop_RAW_07_01,0.8069468141,1.062427044,1.419884562,1.514784217,8.97789669
mfcc_001,CatMartino_IPromise_RAW,CatMartino_IPromise_RAW_06_01,1.109177828,1.470095396,1.167479992,1.515917301,5.459401131
nn_mir,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_02_01,0.2870722413,1.158630371,0.6345715523,1.516821384,6.514828682
mir_1,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_01_01,0.8700877428,1.427905917,1.133065462,1.517729521,2.532592297
afx,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_04_01,0.5272772312,2.366470337,0.4804258645,1.518246651,4.120369434
mir_001,FacesOnFilm_WaitingForGa_RAW,FacesOnFilm_WaitingForGa_RAW_03_01,0.6829906702,1.005156517,0.8246353865,1.518764496,10.49179173
mean,TheKitchenettes_Alive_RAW,TheKitchenettes_Alive_RAW_01_01,0.6404868364,0.9716998339,1.053731441,1.518942595,7.169529438
mean,MusicDelta_Britpop_RAW,MusicDelta_Britpop_RAW_07_01,0.819845736,1.011371851,1.067312479,1.521978617,2.606845379
afx_01,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_01_01,0.7589707971,1.405234337,0.9100911021,1.522550821,3.272978067
regression,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_02_01,0.4402911365,1.048760891,0.5355365872,1.522657156,5.021657944
mfcc_001,MatthewEntwistle_DontYouEver_RAW,MatthewEntwistle_DontYouEver_RAW_07_01,1.495507121,0.9587909579,0.7691115141,1.523403287,14.03126335
afx_01,ClaraBerryAndWooldog_Stella_RAW,ClaraBerryAndWooldog_Stella_RAW_07_01,1.484534502,1.499327064,1.495790124,1.524468422,5.008174896
mir_01,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_02_01,0.6585347652,1.251431227,0.7484591007,1.525259376,2.593551874
nn_mir,ClaraBerryAndWooldog_WaltzForMyVictims_RAW,ClaraBerryAndWooldog_WaltzForMyVictims_RAW_05_01,1.109418869,0.932091713,1.162250638,1.527047634,20.2399292
regression,ClaraBerryAndWooldog_Stella_RAW,ClaraBerryAndWooldog_Stella_RAW_07_01,1.413171053,1.460790634,1.594918489,1.528387666,4.622560501
nn_param,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_05_01,0.6843242049,1.218661308,1.124145985,1.531331182,6.85461998
mfcc_001,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_01_01,1.703936338,1.465815306,1.760312319,1.531332493,3.97258997
afx_1,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_01_01,0.6421148777,0.9537649155,0.8555296659,1.53503859,5.339364529
mfcc_1,PortStWillow_StayEven_RAW,PortStWillow_StayEven_RAW_08_01,0.743093729,1.228774905,0.7597278357,1.53568697,11.84316444
afx,Snowmine_Curfews_RAW,Snowmine_Curfews_RAW_03_01,0.3803198934,1.222406387,0.3227701783,1.537821054,22.99764824
nn_mir,MatthewEntwistle_Lontano_RAW,MatthewEntwistle_Lontano_RAW_02_01,1.306956291,1.506715178,1.189912438,1.540970564,6.688672066
mfcc,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_01_01,1.102024555,1.500308394,1.236997843,1.541013122,5.379754066
nn_afx,MutualBenefit_NotForNothing_RAW,MutualBenefit_NotForNothing_RAW_06_01,0.7257530689,1.011640429,1.180981874,1.542402744,6.814230442
afx_01,BrandonWebster_YesSirICanFly_RAW,BrandonWebster_YesSirICanFly_RAW_02_01,0.2901839018,1.304651141,0.5513823032,1.542664051,3.394954681
mfcc_001,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_04_01,1.032893896,1.356255293,1.169152021,1.542974949,9.754500389
nn_mir,BrandonWebster_YesSirICanFly_RAW,BrandonWebster_YesSirICanFly_RAW_02_01,0.470838964,1.25744319,0.9131378531,1.545494318,7.36109066
mir_001,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_04_01,0.9676618576,1.907535553,1.226365089,1.545617104,2.749464273
mir_01,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_03_01,1.139653802,1.641044974,1.221750736,1.54717648,10.57459641
nn_mfcc,HopAlong_SisterCities_RAW,HopAlong_SisterCities_RAW_07_01,0.3362841606,0.7386516929,0.802665472,1.5493536,9.311063766
afx_1,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_06_01,0.6154155731,1.110035419,0.8242460489,1.549500108,8.349036217
gt,BigTroubles_Phantom_RAW,BigTroubles_Phantom_RAW_04_01,0.9489635825,1.256355047,0.840626955,1.550495148,0
mir_1,BrandonWebster_YesSirICanFly_RAW,BrandonWebster_YesSirICanFly_RAW_02_01,0.3902922869,1.507228613,0.6473833323,1.55067265,3.423279762
afx_01,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_02_01,0.2573003173,1.041766763,0.4106572568,1.551922917,5.168418407
mfcc_1,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_07_01,0.5249863267,1.069755793,0.5956902504,1.552907944,6.176476002
mfcc,HopAlong_SisterCities_RAW,HopAlong_SisterCities_RAW_07_01,1.862456799,1.520099878,1.318157077,1.553103089,10.30528069
gt,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_04_01,0.757864356,1.160324335,0.9578835964,1.553414106,0
mfcc_001,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_08_01,1.101675272,0.8064260483,1.632300854,1.553727508,6.790350914
nn_param,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_07_01,1.001012206,1.156646371,1.031109452,1.55420351,4.84071207
mean,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_01_01,0.742194891,1.002939939,0.8899453878,1.554854155,5.383775234
regression,MatthewEntwistle_Lontano_RAW,MatthewEntwistle_Lontano_RAW_02_01,1.239781618,1.527494788,1.039618015,1.557788372,5.882525444
mir_1,FamilyBand_Again_RAW,FamilyBand_Again_RAW_09_01,2.899591446,1.281488776,2.431743622,1.559417248,22.99178123
mir_1,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_07_01,0.5697727203,1.134890914,0.5813623071,1.560161591,6.723059177
afx,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_04_01,1.351753712,1.588407874,1.312193394,1.561034441,9.411281586
afx_1,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_02_01,0.5992308855,1.224315643,0.7083773613,1.56198132,2.623389959
mfcc,MusicDelta_Rockabilly_RAW,MusicDelta_Rockabilly_RAW_05_01,2.774829865,1.284619331,2.653264999,1.563619375,12.37476349
mir_1,ClaraBerryAndWooldog_WaltzForMyVictims_RAW,ClaraBerryAndWooldog_WaltzForMyVictims_RAW_05_01,1.114996314,0.9420257807,1.075548172,1.563635588,13.73719215
mfcc_001,Torres_NewSkin_RAW,Torres_NewSkin_RAW_05_01,1.409190059,1.449292898,1.554391146,1.564032555,6.240848541
mir_001,MusicDelta_Country1_RAW,MusicDelta_Country1_RAW_05_01,1.28832531,0.7850060463,1.469757557,1.564562559,2.890573502
afx_001,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_04_01,0.9513895512,1.261946321,1.086828589,1.565166473,6.00363493
mir_1,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_02_01,0.4054942131,1.138344646,0.4137547314,1.565360665,5.808253765
mfcc,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_03_01,1.353830099,1.652927876,1.271963596,1.566897392,10.82329082
mfcc,ClaraBerryAndWooldog_Boys_RAW,ClaraBerryAndWooldog_Boys_RAW_06_01,1.888335228,1.354074478,1.884567499,1.568027258,9.561531067
mean,LizNelson_Coldwar_RAW,LizNelson_Coldwar_RAW_02_01,0.7171663046,0.7381681204,0.9266135097,1.568929553,2.139635086
regression,FamilyBand_Again_RAW,FamilyBand_Again_RAW_09_01,3.074728966,1.217613697,2.451346397,1.569221735,15.14195538
mean,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_06_01,0.6555916071,1.141521215,0.9167430401,1.569434643,8.233400345
mir_01,MusicDelta_Disco_RAW,MusicDelta_Disco_RAW_04_01,1.091371179,0.701240778,0.906796217,1.572043657,3.073078394
mfcc_1,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_02_01,0.3358236551,1.124997139,0.4281250536,1.572362185,5.646618843
mfcc_1,ClaraBerryAndWooldog_Stella_RAW,ClaraBerryAndWooldog_Stella_RAW_07_01,1.61141932,1.646195292,1.634644747,1.575329304,5.795916557
nn_mfcc,MusicDelta_80sRock_RAW,MusicDelta_80sRock_RAW_04_01,0.8906700611,1.197706461,0.9029798508,1.575982928,11.16917896
mir_01,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_01_01,1.056584597,1.439275622,1.205177784,1.577615619,2.573553562
mfcc_01,FamilyBand_Again_RAW,FamilyBand_Again_RAW_09_01,2.684225559,1.177771688,2.623756886,1.578795552,23.21497726
mfcc_01,AvaLuna_Waterduct_RAW,AvaLuna_Waterduct_RAW_08_01,1.432738185,1.133521795,1.104464412,1.579558849,23.11435509
nn_mfcc,FamilyBand_Again_RAW,FamilyBand_Again_RAW_09_01,2.207997084,1.122036219,2.137598038,1.580923438,21.10326385
nn_mfcc,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_03_01,0.864269793,1.38536644,0.7613914013,1.581846356,6.669130802
afx,MatthewEntwistle_Lontano_RAW,MatthewEntwistle_Lontano_RAW_02_01,1.384798408,1.582461596,1.279256582,1.582022905,13.23761272
afx_1,PortStWillow_StayEven_RAW,PortStWillow_StayEven_RAW_08_01,0.7394310236,1.219667196,0.6248079538,1.584938288,11.80003357
